varietal,title,excerpt,points,price,location,region
Cabernet Sauvignon,Barkan 2012 Reserve Cabernet Sauvignon (Galil),This wine offers a tight nose of cherry cola and petrol. It ...,89,25,Israel,Israel
Cabernet Sauvignon,Barkan 2013 Classic Cabernet Sauvignon (Galil),"Aromas of black cherry, smoked meat and thyme prepare the taste buds ...",89,12,Israel,Israel
Cabernet Sauvignon,Psagot 2012 M-Series Cabernet Sauvignon (Jerusalem Hills),Aromas of black cherry and a hint of height-of-summer farmstead prep the ...,89,40,Israel,Israel
Cabernet Sauvignon,The Winery SF 2011 Cabernet Sauvignon (North Coast),This is a classic style of Cabernet that should improve with age. ...,89,25,North Coast,United States
Cabernet Sauvignon,Alta Vista 2013 Estate Cabernet Sauvignon (Mendoza),Crisp minerally aromas of cherry and blackberry come with toasty spicy accents. ...,89,20,Mendoza Province,Argentina
Cabernet Sauvignon,Lake and Vine Cellars 2012 Single Vineyard Cabernet Sauvignon (Red Hills Lake County),"This densely flavored and full-bodied wine has a very deep, dark color ...",89,40,Mendocino/Lake Counties,United States
Cabernet Sauvignon,Barkan 2011 Superieur Cabernet Sauvignon (Galilee),"Dark garnet in the glass, this wine features aromas of black cherry, ...",89,65,Israel,Israel
Cabernet Sauvignon,Pascual Toso 2013 Reserva Barrancas Vineyards Cabernet Sauvignon (Mendoza),Crisp stony lightly herbal plum aromas are moderately smoky. This feels flush ...,88,21,Mendoza Province,Argentina
Cabernet Sauvignon,Bodega Catena Zapata 2013 Catena Cabernet Sauvignon (Mendoza),Floral berry and plum aromas are touched up by notes of thyme ...,88,20,Mendoza Province,Argentina
Cabernet Sauvignon,Midnight 2012 Nebula Cabernet Sauvignon (Paso Robles),"Black cherry, blueberry jam, volcanic rocks, river stones and a mace spice ...",88,44,Central Coast,United States
Cabernet Sauvignon,Quinta do Arrobe 2012 Quinto Elemento Reserva Cabernet Sauvignon (Tejo),This is a big ripe wine full of juicy sweet plum flavors ...,88,25,Portugal,Portugal
Cabernet Sauvignon,Valentin Bianchi 2012 Famiglia Bianchi Cabernet Sauvignon (San Rafael),Currant and spice aromas are subdued and solid. A strapping tight palate ...,88,20,Mendoza Province,Argentina
Cabernet Sauvignon,Benegas 2011 Luna Benegas Cabernet Sauvignon (Mendoza),Solid dark-berry aromas are dense and deep. This has a plump forward ...,88,13,Mendoza Province,Argentina
Cabernet Sauvignon,Lobo 2012 Wulff Vineyards Cabernet Sauvignon (Atlas Peak),"From 100% estate-grown fruit, this 100% varietal wine is dusty and dark ...",88,80,Napa,United States
Cabernet Sauvignon,Crossbarn Paul Hobbs 2012 Cabernet Sauvignon (Sonoma County),"An inaugural release for the producer, this wine holds a treasure trove ...",88,40,Sonoma,United States
Cabernet Sauvignon,Moniker 2012 Cabernet Sauvignon (Mendocino),Lots of dark-fruit aromas and fresh cherry-berry flavors keep this medium-bodied wine ...,87,30,Mendocino/Lake Counties,United States
Cabernet Sauvignon,Mascota 2012 Gran Mascota Cabernet Sauvignon (Uco Valley),Inky aromas of blueberry and boysenberry are a bit collapsed and reduced. ...,87,23,Mendoza Province,Argentina
Cabernet Sauvignon,Luigi Bosca 2012 Cabernet Sauvignon (Mendoza),Crisp almost scratchy aromas of herbal red fruits are a bit strained. ...,87,22,Mendoza Province,Argentina
Cabernet Sauvignon,Rotta 2013 Reserve Cabernet Sauvignon (Paso Robles),The fruit elements of black currant and black plum are cut by ...,87,35,Central Coast,United States
Cabernet Sauvignon,Barkan 2009 Altitude 412 Cabernet Sauvignon (Galil),"Faded black cherry in the glass, this wine offers an aroma of ...",87,45,Israel,Israel
Cabernet Sauvignon,Zuccardi 2012 Q Cabernet Sauvignon (Valle de Uco),A direct blast of reedy cherry and cassis aromas leads to rough-charging ...,87,20,Mendoza Province,Argentina
Cabernet Sauvignon,Decoy 2013 Cabernet Sauvignon (Sonoma County),"Made from a majority of Alexander Valley fruit, this is a smoky, ...",87,25,Sonoma,United States
Cabernet Sauvignon,City Winery of New York 2010 Bettinelli Vineyard Reserve Cabernet Sauvignon (Yountville),"Truffled earth, sage and cedar rise from thick, harsh tannins that are ...",87,48,Napa,United States
Cabernet Sauvignon,Zuccardi 2013 Serie A Cabernet Sauvignon (Valle de Uco),Wiry plum and raspberry aromas are jumpy and a touch candied. This ...,87,15,Mendoza Province,Argentina
Cabernet Sauvignon,Old Soul 2012 Cabernet Sauvignon (Lodi),Aromas of charcoal and flavors of barbecue sauce make it pretty clear ...,86,14,Central Valley,United States
Cabernet Sauvignon,Tomero 2012 Cabernet Sauvignon (Mendoza),Roasted berry aromas are stalky at first but come around. This feels ...,86,15,Mendoza Province,Argentina
Cabernet Sauvignon,J. Rickards 2012 Serpentine Ridge Reserve Cabernet Sauvignon (Alexander Valley),"This wine has a texture of softness and juiciness, with a leathery ...",86,58,Sonoma,United States
Cabernet Sauvignon,Montevina 2013 Independence Point Cabernet Sauvignon (California),Gobs of ripe fruit flavor and a smooth texture make this medium-bodied ...,86,10,California,United States
Cabernet Sauvignon,Silver Palm 2012 Cabernet Sauvignon (North Coast),"Jammy aromas, figgy flavors and a very smooth mouthfeel define this medium-bodied ...",86,19,North Coast,United States
Cabernet Sauvignon,Titora 2010 Reserve Cabernet Sauvignon (Judean Hills),"The color of slightly faded garnet, this wine has a bouquet of ...",86,40,Israel,Israel
Cabernet Sauvignon,Angel's Cup 2013 Vineyard Selection Cabernet Sauvignon (California),"This wine has a slightly lighter color than usual, aromas that resemble ...",85,12,California,United States
Cabernet Sauvignon,Argento 2012 Cabernet Sauvignon (Mendoza),Saucy plum and wet-dog aromas improve ever so slightly with airing. This ...,85,11,Mendoza Province,Argentina
Cabernet Sauvignon,Domaine Le Billoud 2011 Barrica 29 Cabernet Sauvignon (Mendoza),Herbal raspberry and strawberry aromas are raw and a bit green. This ...,85,10,Mendoza Province,Argentina
Cabernet Sauvignon,Kimmel 2013 Four Blocks Collection Cabernet Sauvignon (Mendocino),"This wine shows unusual floral, clove and sage aromas. Flavors resembling boysenberry ...",85,12,Mendocino/Lake Counties,United States
Cabernet Sauvignon,Toad Hollow 2013 Cabernet Sauvignon (Lodi),"Hints of maple syrup and brown sugar in the aroma, ripe blackberry ...",85,16,Central Valley,United States
Cabernet Sauvignon,Sivas-Sonoma 2012 Cabernet Sauvignon (Sonoma County),"Smoky with a heavy dose of char, this wine is a mostly ...",85,23,Sonoma,United States
Cabernet Sauvignon,Lawer 2012 Hooker Old Boys Cabernet Sauvignon (Napa Valley),"With a dusty core of black plum, cassis and clove, this is ...",85,32,Napa,United States
Cabernet Sauvignon,Kirkland Signature 2013 Cabernet Sauvignon (Stags Leap District),"Chalky tannins make for a mouthcoating entry into this powerfully rich, dense ...",85,20,Napa,United States
Cabernet Sauvignon,Ricordi 2012 Cabernet Sauvignon (Mendoza),"Closed aromas of red fruits, wet cement and green herbs precede a ...",84,14,Mendoza Province,Argentina
Cabernet Sauvignon,Luis Segundo Correas 2011 Valle Las Acequias Cabernet Sauvignon (Mendoza),"Grassy, herbal aromas rest on top of basic red-fruit notes. This feels ...",84,13,Mendoza Province,Argentina
Cabernet Sauvignon,Del Rio 2013 Estate Grown Cabernet Sauvignon (Rogue Valley),"Tannic and earthy, this is dominated by the scents and flavors of ...",83,28,Southern Oregon,United States
Cabernet Sauvignon,The Rule 2013 Cabernet Sauvignon (Napa Valley),"Small amounts of other grapes figure into this majority-Cabernet Sauvignon, including Merlot, ...",82,25,Napa,United States
Cabernet Sauvignon,Pride Mountain 2012 Cabernet Sauvignon (Napa County-Sonoma County),The producer sources from both sides of its bi-county property for this ...,94,70,Napa-Sonoma,United States
Cabernet Sauvignon,Chimney Rock 2012 Estate Grown Cabernet Sauvignon (Stags Leap District),"Chewy tannins surround an elegant, structured wine, classic in red cassis, licorice ...",94,75,Napa,United States
Cabernet Sauvignon,Hewitt 2012 Double Plus Cabernet Sauvignon (Rutherford),"A small-production, estate-grown wine, it conveys a richness of berry cobbler, supported ...",93,250,Napa,United States
Cabernet Sauvignon,Stag's Leap Wine Cellars 2012 Cask 23 Estate Grown Cabernet Sauvignon (Napa Valley),"Thick and dense, with managed tannins and a nest of oak, this ...",93,245,Napa,United States
Cabernet Sauvignon,Falcone 2013 Cabernet Sauvignon (Central Coast),"Roasted beef and pork aromas are interspersed with cherry, blackberry, black currant, ...",93,35,Central Coast,United States
Cabernet Sauvignon,D.R. Stephens 2012 Moose Valley Vineyard Cabernet Sauvignon (St. Helena),This wine is sanguine and elegant despite its full-figured size. Dried cranberry ...,93,150,Napa,United States
Cabernet Sauvignon,Goldschmidt 2012 Yoeman Vineyard Cabernet Sauvignon (Alexander Valley),"A rich, decadent and generous wine, 100% varietal, this is both floral ...",93,85,Sonoma,United States
Cabernet Sauvignon,Sequoia Grove 2011 Tonella Vineyard Cabernet Sauvignon (Napa Valley),From an estate vineyard located in the heart of Rutherford that was ...,93,90,Napa,United States
Cabernet Sauvignon,Sequum 2012 Four Soil Melange Cabernet Sauvignon (Napa Valley),"Pungent earth opens this wine, the small-production label of Napa Valley geologist ...",93,60,Napa,United States
Cabernet Sauvignon,Edna Valley Vineyard 2012 Reserve Cabernet Sauvignon (Paso Robles),Hearty aromas of plum and dried black cherries are bolstered by warm ...,92,45,Central Coast,United States
Cabernet Sauvignon,Goldschmidt 2011 Plus Game Ranch Cabernet Sauvignon (Oakville),"This is a delightfully dense, yet herbal and well-structured wine, 100% varietal, ...",92,150,Napa,United States
Cabernet Sauvignon,Pride Mountain 2012 Reserve Cabernet Sauvignon (Napa County-Sonoma County),Thick chocolate and tar exude on the nose before a palate of ...,92,135,Napa-Sonoma,United States
Cabernet Sauvignon,Raymond 2012 District Collection Cabernet Sauvignon (Diamond Mountain District),"High-intensity and reflective of its mountainous heritage, this 100% varietal wine is ...",92,85,Napa,United States
Cabernet Sauvignon,Jamieson Ranch 2013 Double Lariat Limited Production Cabernet Sauvignon (Napa Valley),"A crisp bouquet of orange zest marks the opening of this wine, ...",92,45,Napa,United States
Cabernet Sauvignon,Malk 2013 Cabernet Sauvignon (Stags Leap District),"This is a dense, juicy and satisfying wine from start to finish, ...",92,80,Napa,United States
Cabernet Sauvignon,Michael-Scott 2012 Cabernet Sauvignon (Napa Valley),Fine-grained tannins cradle juicy blackberry and blueberry around a complex character of ...,92,50,Napa,United States
Cabernet Sauvignon,Errazuriz 2013 Max Reserva Cabernet Sauvignon (Aconcagua Valley),This is a powerful Cabernet comprised of all the key players. The ...,92,20,Chile,Chile
Cabernet Sauvignon,Anthony Nappa 2013 The Savage Cabernet Sauvignon (North Fork of Long Island),"Long Island is not typically known for Cabernet Sauvignon, but in the ...",92,75,Long Island,United States
Cabernet Sauvignon,Amici 2012 Cabernet Sauvignon (Spring Mountain),"Sanguine in cranberry and strawberry, this robust wine holds back on the ...",91,125,Napa,United States
Cabernet Sauvignon,Arboleda 2013 Cabernet Sauvignon (Aconcagua Valley),"Briar spice, olive and asphalt aromas create a firm bouquet of black ...",91,25,Chile,Chile
Cabernet Sauvignon,Dry Creek Vineyard 2012 Cabernet Sauvignon (Dry Creek Valley),"This wine over-delivers a mouthful of juicy quality vis-a-vis price, combining Cab ...",91,25,Sonoma,United States
Cabernet Sauvignon,Herencia 2012 Cabernet Sauvignon (Napa Valley),"From the eastern-reaching Chiles Valley appellation, the vines planted in 1975, this ...",91,65,Napa,United States
Cabernet Sauvignon,San Simeon 2011 Estate Reserve Cabernet Sauvignon (Paso Robles),"Dried red cherries, woody elderberry, dried oregano and smoked brisket aromas show ...",91,25,Central Coast,United States
Cabernet Sauvignon,Manu Propria 2012 Ex Animo Red Willow Vineyard Cabernet Sauvignon (Yakima Valley),"The aromas of fresh tobacco, bittersweet chocolate, thyme, dried flowers and dark ...",91,35,Columbia Valley,United States
Cabernet Sauvignon,Galerie 2012 Pleinair Cabernet Sauvignon (Napa Valley),"Concentrated in raspberry liqueur and balsamic tanginess, this is a juicy, soft ...",91,50,Napa,United States
Cabernet Sauvignon,Stag's Leap Wine Cellars 2012 S.L.V. Cabernet Sauvignon (Napa Valley),This estate-grown wine honors the historical vineyard that brought the Napa Valley ...,91,125,Napa,United States
Cabernet Sauvignon,William Hill Estate 2012 Bench Blend Cabernet Sauvignon (Napa Valley),"Rich and ripe, this has a plushness of red currant and cassis ...",91,60,Napa,United States
Cabernet Sauvignon,Hess Collection 2013 Shirtail Ranches Cabernet Sauvignon (Lake County),"Good ripeness and a sophisticated, complex character make this full-bodied wine interesting ...",91,18,Mendocino/Lake Counties,United States
Cabernet Sauvignon,Cobblestone 2012 Cobblestone Vineyard Reserve Cabernet Sauvignon (Atlas Peak),"Lengthy in soft tannins, clove and cinnamon, this wine has a handful ...",91,52,Napa,United States
Cabernet Sauvignon,Chateau Ste. Michelle 2012 Ethos Reserve Cabernet Sauvignon (Columbia Valley (WA)),"Cold Creek Vineyard provides the majority of the fruit for this wine, ...",91,48,Columbia Valley,United States
Cabernet Sauvignon,The Calling 2012 Cabernet Sauvignon (Alexander Valley),"Nicely layered, this offers an intensity of black plum and chocolate around ...",91,37,Sonoma,United States
Cabernet Sauvignon,Frank Family 2012 Cabernet Sauvignon (Napa Valley),Accented by 11% Merlot and smaller percentages of Petit Verdot and Cabernet ...,90,50,Napa,United States
Cabernet Sauvignon,Finn Hill 2012 Le Beau Cabernet Sauvignon (Red Mountain),"All varietal coming from Hedges Estate Vineyard, this all-new French-oak-aged wine opens ...",90,35,Columbia Valley,United States
Cabernet Sauvignon,Market Vineyards 2011 Acquisition Cabernet Sauvignon (Red Mountain),"High-toned baking spice, flower and herb aromas are backed by broad yet ...",90,52,Columbia Valley,United States
Cabernet Sauvignon,Signorello 2012 Estate Grown and Bottled Unfiltered Cabernet Sauvignon (Napa Valley),This powerful wine that also holds 5% Cabernet Franc shyly packs a ...,90,90,Napa,United States
Cabernet Sauvignon,Sterling 2012 Cabernet Sauvignon (Diamond Mountain District),"This wine is velvety-smooth and full bodied in cedar, black licorice and ...",90,65,Napa,United States
Cabernet Sauvignon,Alto Los Romeros 2013 Gran Reserva Triumpheros Cabernet Sauvignon (Colchagua Valley),"Courtesy of solid black cherry, cassis and herbal aromas, this comes across ...",90,19,Chile,Chile
Cabernet Sauvignon,Lampyridae 2012 Communication Block Cabernet Sauvignon (Mount Veeder),"This 100% varietal wine is instantly compelling, ripe and juicy in all ...",90,100,Napa,United States
Cabernet Sauvignon,Raymond 2012 Generations Cabernet Sauvignon (Napa Valley),"A blend of 97% Cabernet Sauvignon and 8% Petit Verdot, this wine ...",90,125,Napa,United States
Cabernet Sauvignon,Sterling 2012 Platinum Cabernet Sauvignon (Napa Valley),"Thick like a chocolaty malt, this full-bodied, robust wine is big and ...",90,70,Napa,United States
Cabernet Sauvignon,Columbia Crest 2013 Grand Estates Cabernet Sauvignon (Columbia Valley (WA)),"Cocoa, plum and vanilla aromas are followed by creamy-feeling blue-fruit flavors that ...",90,12,Columbia Valley,United States
Cabernet Sauvignon,Caliterra 2013 Tributo Single Vineyard Cabernet Sauvignon (Colchagua Valley),"Briary, herbal berry aromas are dry, earthy, foresty and show a note ...",90,20,Chile,Chile
Cabernet Sauvignon,Jason-Stephens 2007 Monte Bello Road Cabernet Sauvignon (Santa Cruz Mountains),This intriguing wine shows the depth and staying power of this historic ...,90,70,Central Coast,United States
Cabernet Sauvignon,JCB 2012 No. 10 Cabernet Sauvignon (Napa Valley),"This is a massively dense, extracted and dry wine, entirely varietal and ...",90,200,Napa,United States
